Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2nd Serve Points Won,% Service Games Won,Aces Per Match,Avg Double Faults/Match,Surface
Janko Tipsarevic,279.1,58.80%,75.40%,54.40%,84.20%,8.8,2.5,Grass
Magnus Larsson,279,66.00%,74.90%,50.00%,84.20%,8.4,4.5,Grass
Vasek Pospisil,278.9,60.10%,77.60%,50.10%,84.00%,10.9,3.8,Grass
Lucas Pouille,278.8,57.70%,77.00%,51.70%,85.40%,11.5,4.5,Grass
Daniil Medvedev,278.6,61.20%,75.20%,51.90%,84.30%,9.6,3.6,Grass
Dominic Thiem,278.6,56.30%,77.20%,53.90%,85.80%,9.1,3.7,Grass
Florian Mayer,278.1,65.50%,73.00%,52.40%,83.20%,5.8,1.8,Grass
Karen Khachanov,278.1,65.30%,73.80%,48.80%,82.10%,11.5,3.4,Grass
Antony Dupuis,277.5,62.30%,72.40%,53.40%,83.70%,8.1,2.4,Grass
Wally Masur,277.2,65.70%,73.30%,52.70%,83.50%,5,3,Grass
Lleyton Hewitt,277.2,55.90%,76.00%,55.90%,85.30%,7.4,3.3,Grass
Guido Pella,277.1,67.20%,70.60%,52.30%,81.50%,7.9,2.4,Grass
Viktor Troicki,276.6,62.50%,76.30%,49.30%,82.00%,10.7,4.2,Grass
Kei Nishikori,276.4,64.30%,71.80%,55.10%,83.60%,4.5,2.9,Grass
Marc-Kevin Goellner,276.2,50.80%,84.80%,46.60%,87.20%,16,9.2,Grass
David Ferrer,276.1,66.40%,71.30%,53.70%,82.50%,5,2.8,Grass
Borna Coric,276,63.80%,72.40%,52.50%,82.40%,6.9,2,Grass
Rajeev Ram,276,60.00%,77.00%,50.80%,83.10%,8.6,3.5,Grass
Marcel Granollers,275.8,63.90%,73.20%,51.20%,83.00%,7.2,2.7,Grass
MaliVai Washington,275.8,61.20%,74.40%,52.80%,84.20%,7.4,4.2,Grass
Lukas Lacko,275.7,63.30%,73.00%,53.30%,81.70%,6.9,2.5,Grass
Simone Bolelli,275.3,67.00%,70.20%,52.50%,81.10%,6.5,2,Grass
Dusan Lajovic,275.3,67.20%,68.00%,54.90%,81.80%,5.5,2.1,Grass
Sebastien Grosjean,275,58.00%,74.80%,53.30%,83.70%,7.4,2.2,Grass
Robin Haase,274.8,61.20%,73.40%,51.00%,82.10%,10,2.9,Grass
Taylor Fritz,274.8,58.10%,76.90%,49.70%,82.70%,10.4,3,Grass
Steve Darcis,274.6,65.10%,71.30%,51.90%,82.40%,5.1,1.2,Grass
Ugo Humbert,274.6,60.10%,75.60%,50.50%,85.00%,8.3,4.9,Grass
Joao Sousa,274.3,64.80%,71.70%,53.40%,81.20%,4.7,1.5,Grass
Kenneth Carlsen,274.2,60.40%,76.00%,49.80%,84.00%,9.1,5.1,Grass
Igor Andreev,274.1,61.80%,73.00%,52.90%,81.10%,8,2.7,Grass
Filip Krajinovic,274.1,59.80%,73.70%,51.60%,85.00%,8.7,4.7,Grass
Alex de Minaur,273.8,59.50%,73.10%,57.30%,82.70%,5.5,4.3,Grass
Marcos Baghdatis,273.7,55.30%,77.10%,52.80%,84.00%,7.9,3.4,Grass
Stefan Edberg,273,60.80%,75.30%,51.70%,85.20%,4.4,4.4,Grass
Jim Courier,273,61.70%,75.60%,50.00%,83.60%,6.8,4.7,Grass
Thomas Johansson,272.7,56.00%,77.60%,49.40%,83.10%,10,3.4,Grass
Dmitry Tursunov,272.7,59.90%,73.90%,52.10%,82.30%,8.6,4.1,Grass
Julien Benneteau,272.6,66.10%,71.40%,50.00%,80.90%,7.7,3.5,Grass
Taylor Dent,272.4,58.50%,76.90%,50.40%,84.90%,8.6,6.9,Grass
Tommy Robredo,272.4,64.30%,72.50%,51.90%,80.90%,5.3,2.5,Grass
Jiri Novak,272.3,71.60%,68.50%,49.60%,80.80%,4.3,2.5,Grass
Tim Henman,272.3,60.10%,76.20%,50.30%,83.80%,7,5.1,Grass
David Wheaton,271.9,61.60%,76.10%,48.10%,83.30%,8.7,5.9,Grass
David Goffin,271.8,58.80%,73.40%,54.30%,82.50%,6.5,3.7,Grass
Kyle Edmund,271.7,61.90%,73.20%,51.50%,81.60%,6.5,3,Grass
Jurgen Melzer,271.6,62.00%,71.80%,51.90%,81.60%,8.3,4,Grass
Mischa Zverev,271.4,66.10%,73.00%,49.10%,79.40%,6,2.2,Grass
Andreas Seppi,271.3,61.50%,72.90%,51.80%,81.50%,6,2.4,Grass
Edouard Roger-Vasselin,271.1,66.40%,71.30%,50.10%,80.90%,5.3,2.9,Grass
Philipp Petzschner,271,57.50%,74.60%,51.90%,81.40%,9.3,3.7,Grass
Sandon Stolle,270.8,59.40%,76.70%,49.00%,84.20%,7.9,6.4,Grass
Alexander Popp,270.8,64.40%,72.90%,50.20%,82.40%,5.3,4.4,Grass
Jarkko Nieminen,270.6,66.70%,70.00%,51.50%,80.00%,4.7,2.3,Grass
Wayne Ferreira,270.5,57.80%,77.10%,49.00%,83.40%,8.4,5.2,Grass
Martin Damm,270.4,59.10%,76.90%,48.80%,82.60%,7.6,4.6,Grass
Rainer Schuettler,270.3,62.60%,72.20%,52.10%,82.10%,4.3,3,Grass
Mikhail Youzhny,270.3,63.20%,70.30%,53.30%,81.20%,4.8,2.5,Grass
Thomas Enqvist,270.2,53.60%,79.90%,49.30%,83.30%,12.1,8,Grass
Paul-Henri Mathieu,270.1,55.40%,75.60%,52.30%,83.10%,7.3,3.6,Grass
Bryan Shelton,270.1,59.10%,76.80%,48.20%,83.80%,8.6,6.4,Grass
Cedric Pioline,270,58.10%,77.70%,48.30%,84.90%,7.4,6.4,Grass
Nicolas Kiefer,269.9,56.10%,77.40%,49.50%,82.50%,8.6,4.2,Grass
Sjeng Schalken,269.9,64.40%,72.70%,49.70%,82.40%,5.5,4.8,Grass
Marc Rosset,269.7,57.70%,81.20%,43.70%,83.00%,13.3,9.2,Grass
Guillermo Canas,269.6,59.60%,73.40%,52.20%,81.40%,6.2,3.2,Grass
John Millman,269,62.90%,69.70%,55.10%,79.70%,3.5,1.9,Grass
Yen-Hsun Lu,268.8,64.80%,71.60%,50.60%,79.50%,5.8,3.5,Grass
Mikhail Kukushkin,268.3,64.50%,68.30%,52.50%,79.80%,4.3,1.1,Grass
Benoit Paire,268.3,56.40%,75.50%,48.50%,81.80%,11.3,5.2,Grass
Brett Steven,268,66.10%,70.50%,51.30%,80.50%,3.9,4.3,Grass
Adrian Mannarino,268,62.90%,70.50%,52.30%,79.70%,5.3,2.7,Grass
James Blake,267.9,59.60%,73.40%,50.30%,81.10%,7.2,3.7,Grass
Alex O'Brien,267.9,64.00%,72.20%,48.60%,81.70%,5.9,4.5,Grass
Yevgeny Kafelnikov,267.7,56.80%,77.30%,48.90%,83.20%,8.7,7.2,Grass
Gilles Simon,267.5,58.70%,72.70%,51.90%,81.20%,5.6,2.6,Grass
Henrik Holm,267.3,52.10%,81.90%,48.40%,82.90%,9.5,7.5,Grass
Leander Paes,267.3,59.50%,73.60%,51.20%,82.50%,4.8,4.3,Grass
Daniel Vacek,267.3,60.10%,76.90%,46.50%,82.20%,8.2,6.6,Grass
Andrei Olhovskiy,267.2,58.50%,76.00%,48.70%,81.80%,7.3,5.1,Grass
James Ward,267.2,60.80%,71.90%,50.30%,79.90%,7.6,3.3,Grass
Paradorn Srichaphan,267.2,59.10%,74.30%,49.80%,80.80%,7.5,4.3,Grass
Hyung-Taik Lee,266.8,66.40%,68.90%,51.60%,78.60%,3.7,2.4,Grass
Jan Siemerink,266.7,58.10%,75.90%,48.60%,82.90%,7.5,6.3,Grass
Ryan Harrison,266.6,61.20%,72.00%,49.60%,79.70%,7.5,3.4,Grass
Petr Korda,266.6,54.10%,79.10%,47.50%,84.50%,9.4,8,Grass
Jason Stoltenberg,266.2,58.60%,76.90%,47.10%,81.00%,7.3,4.7,Grass
Andrei Medvedev,265.8,57.50%,77.30%,46.40%,81.50%,9.4,6.3,Grass
Guillermo Garcia-Lopez,265.5,60.90%,74.00%,49.40%,80.00%,5.3,4.1,Grass
Jonas Bjorkman,265.4,61.70%,72.60%,49.60%,80.70%,5.1,4.3,Grass
Arnaud Clement,265,58.00%,73.10%,50.80%,80.20%,5.9,3,Grass
Alex Bogdanovic,265,65.20%,70.10%,49.40%,77.60%,5.9,3.2,Grass
Andrei Pavel,265,64.10%,71.50%,47.80%,78.30%,6.5,3.2,Grass
Andrey Rublev,264.7,61.00%,68.80%,53.10%,77.70%,7.4,3.3,Grass
Daniel Evans,264.3,62.40%,71.30%,50.50%,78.30%,6,4.2,Grass
Raemon Sluiter,264.3,59.90%,73.00%,50.60%,78.50%,6.6,4.3,Grass
Daniel Nestor,264.2,60.20%,75.50%,46.70%,80.60%,7.6,6.4,Grass
Olivier Rochus,264.2,61.80%,69.50%,53.70%,79.70%,2.1,2.6,Grass
Arnaud Boetsch,264.1,60.20%,74.40%,48.40%,81.60%,5.5,6,Grass
Justin Gimelstob,263.9,58.40%,74.80%,46.90%,80.30%,8.4,4.9,Grass
Jan Hernych,263.8,67.10%,65.90%,52.70%,76.20%,4.1,2.2,Grass
Fabrice Santoro,263.8,61.40%,70.10%,52.00%,79.60%,2.9,2.2,Grass
Sargis Sargsian,263.6,58.30%,73.60%,50.60%,79.10%,5.9,3.9,Grass
Jerome Golmard,263.2,60.70%,71.30%,50.70%,79.40%,6,4.9,Grass
Mark Woodforde,263.2,58.00%,74.60%,49.20%,81.00%,5.5,5.1,Grass
Robby Ginepri,262.8,62.80%,70.30%,49.00%,77.00%,6.1,2.4,Grass
Laurence Tieleman,262.8,53.30%,77.70%,49.40%,81.00%,7.3,5.9,Grass
Nicolas Escude,262.7,59.20%,75.20%,46.30%,81.10%,6.6,5.7,Grass
David Prinosil,262.7,50.70%,79.70%,48.50%,83.40%,8.5,8.1,Grass
Denis Kudla,262.3,56.40%,71.20%,53.80%,78.40%,6.3,3.8,Grass
Hicham Arazi,261.7,60.60%,70.50%,50.40%,78.30%,4.9,3,Grass
Nikolay Davydenko,261.4,64.60%,70.80%,47.90%,77.20%,5.4,4.5,Grass
Matthew Ebden,261.4,62.50%,72.70%,47.20%,78.40%,5.9,5.3,Grass
Jeremy Bates,261.2,60.20%,72.00%,49.40%,80.10%,3.9,4.4,Grass
Richey Reneberg,261.2,57.00%,73.40%,49.50%,80.30%,5.6,4.6,Grass
Alejandro Falla,260.9,63.20%,69.70%,49.90%,76.80%,4,2.7,Grass
Guillaume Raoux,260.9,55.90%,73.90%,50.30%,81.10%,4.6,4.9,Grass
Paul Haarhuis,260,61.70%,71.30%,48.10%,78.80%,4.4,4.3,Grass
Albert Ramos-Vinolas,260,64.80%,67.10%,49.90%,75.90%,5.7,3.4,Grass
Dudi Sela,260,61.00%,70.10%,52.40%,76.60%,2.8,2.9,Grass
Karol Beck,259.9,56.60%,73.90%,48.50%,77.10%,8.7,4.9,Grass
David Nalbandian,259.8,59.80%,69.90%,52.30%,77.40%,4.6,4.2,Grass
Davide Sanguinetti,259.6,57.40%,74.10%,47.00%,78.00%,7.1,4,Grass
Scott Draper,258.3,55.50%,75.30%,47.40%,77.50%,7.4,4.8,Grass
Donald Young,258.1,62.00%,69.40%,49.30%,76.80%,3.9,3.3,Grass
Karol Kucera,256.9,56.50%,72.50%,49.60%,77.50%,5.7,4.9,Grass
Marton Fucsovics,256.9,55.00%,73.70%,49.50%,76.80%,7.3,5.4,Grass
Diego Schwartzman,256.7,64.10%,67.60%,52.00%,73.80%,2.5,3.3,Grass
Vincent Spadea,256.2,60.50%,67.60%,51.60%,76.00%,3.8,3.3,Grass
Magnus Gustafsson,255.7,63.40%,69.50%,46.40%,77.20%,4.7,5.5,Grass
Nikoloz Basilashvili,255.4,62.90%,66.20%,52.80%,74.70%,3.5,4.7,Grass
Cristian Garin,255,59.20%,68.30%,49.50%,75.20%,6.4,3.6,Grass
Fabio Fognini,254.4,61.40%,69.20%,48.80%,74.70%,5.4,5.1,Grass
Michael Chang,254,56.90%,70.10%,49.70%,75.80%,4.5,3,Grass
Byron Black,253.6,58.80%,69.70%,49.30%,76.00%,3.8,4,Grass
Michael Russell,253,64.40%,65.90%,50.60%,71.70%,4,3.6,Grass
Todd Woodbridge,251.8,57.30%,73.50%,45.50%,77.80%,4.5,6.8,Grass
Jannik Sinner,251.6,60.30%,57.10%,65.20%,70.00%,1,2,Grass
Alexander Volkov,250.3,51.80%,75.20%,46.50%,77.30%,6.1,6.6,Grass
Hendrik Dreekmann,250,47.80%,76.30%,47.90%,77.30%,7.7,7,Grass
Pablo Carreno Busta,249.9,66.10%,66.40%,43.90%,70.30%,5.9,2.7,Grass
Gianluca Pozzi,249.8,50.90%,74.50%,48.10%,77.00%,4.9,5.6,Grass
Igor Kunitsyn,248.8,61.10%,65.60%,49.80%,71.00%,3.6,2.3,Grass
Jeff Tarango,248.1,60.20%,70.60%,45.40%,73.90%,5.4,7.4,Grass
Grant Stafford,247.9,58.50%,70.60%,45.40%,72.70%,4.8,4.1,Grass
Mark Petchey,247.2,60.20%,69.40%,44.70%,73.00%,5.1,5.2,Grass
Chris Wilkinson,247.2,59.70%,69.00%,45.80%,72.60%,4.8,4.7,Grass
Martin Lee,246.4,57.40%,70.10%,45.20%,71.00%,5.6,2.9,Grass
Alexander Bublik,245.2,57.60%,71.90%,41.70%,70.50%,11.6,8.1,Grass
,,,,,,,,
Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2nd Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Surface
John Isner,324.8,72.20%,80.60%,57.30%,94.30%,22.8,2.4,Hard
Ivo Karlovic,321,66.80%,84.60%,55.60%,94.90%,23.5,4.4,Hard
Milos Raonic,319.3,66.20%,82.90%,59.40%,94.00%,20.2,3.4,Hard
Andy Roddick,309.4,67.60%,80.70%,56.20%,92.80%,14.2,2.1,Hard
Kevin Anderson,305.6,66.40%,80.30%,54.50%,89.20%,18.3,3.1,Hard
Roger Federer,305.5,65.50%,79.50%,59.10%,92.60%,10.4,1.6,Hard
Goran Ivanisevic,304.6,61.10%,87.00%,50.50%,91.60%,21.1,6.7,Hard
Wayne Arthurs,304.5,58.60%,83.60%,58.10%,91.40%,17.6,4.8,Hard
Nick Kyrgios,302.9,68.20%,76.50%,53.20%,89.00%,20.6,4.6,Hard
Jo-Wilfried Tsonga,302.6,65.00%,79.80%,55.50%,91.20%,13.7,2.6,Hard
Pete Sampras,302.4,62.80%,84.70%,53.00%,92.70%,13.8,4.6,Hard
Richard Krajicek,299.3,61.50%,84.00%,52.40%,90.60%,15.6,4.8,Hard
Sam Querrey,299.3,62.90%,80.90%,52.40%,89.70%,16.4,3,Hard
Gilles Muller,298.3,64.30%,80.20%,52.50%,89.30%,15.7,3.7,Hard
Mark Philippoussis,298.1,59.00%,84.10%,51.80%,91.30%,19.4,7.5,Hard
Feliciano Lopez,297.7,61.20%,80.90%,54.40%,89.80%,15.1,3.7,Hard
Rafael Nadal,297.7,68.80%,75.50%,59.10%,89.80%,6.5,2,Hard
Lorenzo Sonego,297.4,68.20%,76.30%,56.40%,87.30%,10.6,1.4,Hard
Felix Auger-Aliassime,296.5,63.50%,79.40%,54.20%,90.50%,14.6,5.7,Hard
Novak Djokovic,294.5,66.90%,76.80%,55.50%,89.20%,8.9,2.8,Hard
Juan Martin del Potro,294.3,66.30%,76.40%,55.80%,88.10%,9.9,2.2,Hard
Tomas Berdych,294.1,60.60%,80.10%,55.50%,89.10%,11.4,2.6,Hard
Jiri Vesely,293.5,68.40%,74.50%,54.70%,88.60%,10.6,3.3,Hard
Greg Rusedski,293,59.30%,82.80%,53.30%,90.30%,13,5.7,Hard
Matteo Berrettini,292.6,61.10%,82.60%,52.30%,88.60%,10.4,2.4,Hard
Marin Cilic,292.2,60.30%,80.10%,53.40%,88.20%,13.4,3.2,Hard
Mario Ancic,290.9,60.40%,79.60%,53.00%,89.60%,12.7,4.4,Hard
Peter Wessels,290.5,65.00%,76.90%,54.40%,87.70%,9.6,3.1,Hard
Michael Stich,290.3,57.80%,81.80%,55.20%,90.30%,10.1,4.9,Hard
Andy Murray,290.2,60.80%,77.90%,55.30%,88.90%,9.4,2.1,Hard
Max Mirnyi,289.8,65.50%,77.50%,53.50%,86.20%,10.4,3.3,Hard
Fernando Gonzalez,289.5,61.50%,78.00%,54.80%,87.70%,12,4.5,Hard
Ivan Ljubicic,289.5,62.30%,77.20%,51.80%,86.50%,15.3,3.6,Hard
Michael Llodra,288.3,63.80%,76.50%,55.00%,87.20%,9.1,3.3,Hard
Richard Gasquet,288.1,65.50%,75.60%,54.60%,87.70%,6.7,2,Hard
Denis Istomin,287.9,67.30%,73.80%,55.10%,85.50%,8.1,1.9,Hard
Reilly Opelka,287.8,64.20%,70.00%,56.50%,85.30%,15.2,3.4,Hard
Bernard Tomic,287.6,70.30%,72.50%,52.60%,84.60%,9.2,1.6,Hard
Jeremy Chardy,287.4,62.50%,78.20%,51.60%,87.10%,12.3,4.3,Hard
Nicolas Almagro,287,59.50%,77.30%,53.90%,85.70%,14.7,4.1,Hard
Casper Ruud,286.9,69.70%,80.60%,51.90%,86.70%,7,9,Hard
Nicolas Mahut,286.7,62.60%,77.30%,53.20%,87.30%,10.2,3.9,Hard
Guy Forget,286.6,60.30%,80.80%,50.90%,88.00%,12,5.4,Hard
Patrick Rafter,286.6,63.50%,77.70%,53.10%,88.10%,8.1,3.9,Hard
Mardy Fish,286.1,56.10%,80.50%,53.40%,86.80%,12.4,3.1,Hard
Todd Martin,285.7,63.40%,79.80%,48.00%,86.80%,12.6,4.9,Hard
Miomir Kecmanovic,285.6,63.40%,75.90%,56.30%,88.10%,4.9,3,Hard
Philipp Kohlschreiber,284.8,60.60%,76.80%,54.80%,86.40%,8.6,2.4,Hard
Shuzo Matsuoka,284.5,63.00%,77.50%,51.80%,86.80%,9.5,4.1,Hard
Ernests Gulbis,284.1,64.00%,76.90%,49.20%,85.40%,13.5,4.9,Hard
Grigor Dimitrov,284.1,65.00%,76.30%,51.80%,85.10%,9.2,3.3,Hard
Stefanos Tsitsipas,283.9,62.50%,76.60%,53.00%,86.40%,9.5,4.1,Hard
Jan-Michael Gambill,283.8,60.20%,77.50%,51.10%,85.40%,12.9,3.3,Hard
Gael Monfils,283.8,64.40%,75.50%,51.80%,83.80%,11.9,3.6,Hard
Javier Frana,283.7,62.60%,75.50%,54.80%,85.60%,7.9,2.7,Hard
Robin Soderling,283.5,62.30%,77.90%,48.90%,85.80%,12.5,3.9,Hard
Hubert Hurkacz,283.4,66.20%,74.00%,51.00%,87.20%,8.8,3.8,Hard
Stan Wawrinka,283.2,58.80%,76.70%,54.50%,86.00%,10.7,3.5,Hard
Marat Safin,283.1,60.70%,75.70%,53.10%,85.70%,10.8,2.9,Hard
Dustin Brown,283,62.20%,76.70%,50.80%,86.10%,12.9,5.7,Hard
Leonardo Mayer,282.8,63.40%,75.30%,53.30%,86.10%,8,3.3,Hard
Fernando Verdasco,282.7,64.20%,75.10%,52.80%,85.90%,10,5.3,Hard
Victor Hanescu,282.6,70.40%,71.10%,51.20%,82.80%,9.4,2.3,Hard
Alexandr Dolgopolov,282.6,60.50%,76.00%,53.10%,84.80%,11.6,3.4,Hard
Roberto Bautista Agut,282.2,69.90%,71.00%,55.90%,83.90%,3.2,1.7,Hard
Jan-Lennard Struff,282.2,56.70%,80.00%,50.80%,86.20%,13,4.5,Hard
Frank Dancevic,281.8,63.10%,75.20%,52.00%,84.70%,9.1,2.3,Hard
Santiago Giraldo,281.7,70.20%,70.80%,53.70%,82.80%,5.7,1.5,Hard
Ivan Dodig,281.5,63.60%,74.20%,52.20%,83.50%,10.6,2.6,Hard
Boris Becker,281.4,57.80%,81.90%,48.10%,88.60%,12.1,7.1,Hard
Denis Shapovalov,281,57.40%,77.00%,55.20%,86.00%,10.7,5.3,Hard
Andre Agassi,280.8,61.30%,75.40%,53.70%,87.50%,6.6,3.7,Hard
Tommy Haas,280.3,60.80%,77.40%,52.60%,86.10%,8.6,5.2,Hard
Jacco Eltingh,280,64.80%,76.00%,50.30%,85.90%,7.5,4.5,Hard
Alexander Zverev,279.9,64.70%,76.20%,48.60%,84.40%,10.1,4.1,Hard
Juan Carlos Ferrero,279.8,65.20%,71.40%,55.00%,83.80%,7.1,2.7,Hard
Jonathan Stark,279.8,59.40%,79.10%,51.00%,85.20%,9.6,4.5,Hard
Radek Stepanek,279.7,65.10%,73.90%,51.60%,84.20%,8.4,3.5,Hard
Xavier Malisse,279.6,60.60%,75.90%,53.00%,83.40%,8.9,2.2,Hard
Benjamin Becker,279.4,59.80%,77.70%,50.40%,84.40%,10.2,3.1,Hard
Sergiy Stakhovsky,279.4,62.90%,74.80%,51.50%,84.60%,8.8,3.2,Hard
Steve Johnson,279.3,61.90%,76.00%,50.80%,85.00%,8.9,3.3,Hard
Janko Tipsarevic,279.1,58.80%,75.40%,54.40%,84.20%,8.8,2.5,Hard
Magnus Larsson,279,66.00%,74.90%,50.00%,84.20%,8.4,4.5,Hard
Vasek Pospisil,278.9,60.10%,77.60%,50.10%,84.00%,10.9,3.8,Hard
Lucas Pouille,278.8,57.70%,77.00%,51.70%,85.40%,11.5,4.5,Hard
Daniil Medvedev,278.6,61.20%,75.20%,51.90%,84.30%,9.6,3.6,Hard
Dominic Thiem,278.6,56.30%,77.20%,53.90%,85.80%,9.1,3.7,Hard
Florian Mayer,278.1,65.50%,73.00%,52.40%,83.20%,5.8,1.8,Hard
Karen Khachanov,278.1,65.30%,73.80%,48.80%,82.10%,11.5,3.4,Hard
Antony Dupuis,277.5,62.30%,72.40%,53.40%,83.70%,8.1,2.4,Hard
Wally Masur,277.2,65.70%,73.30%,52.70%,83.50%,5,3,Hard
Lleyton Hewitt,277.2,55.90%,76.00%,55.90%,85.30%,7.4,3.3,Hard
Guido Pella,277.1,67.20%,70.60%,52.30%,81.50%,7.9,2.4,Hard
Viktor Troicki,276.6,62.50%,76.30%,49.30%,82.00%,10.7,4.2,Hard
Kei Nishikori,276.4,64.30%,71.80%,55.10%,83.60%,4.5,2.9,Hard
Marc-Kevin Goellner,276.2,50.80%,84.80%,46.60%,87.20%,16,9.2,Hard
David Ferrer,276.1,66.40%,71.30%,53.70%,82.50%,5,2.8,Hard
Borna Coric,276,63.80%,72.40%,52.50%,82.40%,6.9,2,Hard
Rajeev Ram,276,60.00%,77.00%,50.80%,83.10%,8.6,3.5,Hard
Marcel Granollers,275.8,63.90%,73.20%,51.20%,83.00%,7.2,2.7,Hard
MaliVai Washington,275.8,61.20%,74.40%,52.80%,84.20%,7.4,4.2,Hard
Lukas Lacko,275.7,63.30%,73.00%,53.30%,81.70%,6.9,2.5,Hard
Simone Bolelli,275.3,67.00%,70.20%,52.50%,81.10%,6.5,2,Hard
Dusan Lajovic,275.3,67.20%,68.00%,54.90%,81.80%,5.5,2.1,Hard
Sebastien Grosjean,275,58.00%,74.80%,53.30%,83.70%,7.4,2.2,Hard
Robin Haase,274.8,61.20%,73.40%,51.00%,82.10%,10,2.9,Hard
Taylor Fritz,274.8,58.10%,76.90%,49.70%,82.70%,10.4,3,Hard
Steve Darcis,274.6,65.10%,71.30%,51.90%,82.40%,5.1,1.2,Hard
Ugo Humbert,274.6,60.10%,75.60%,50.50%,85.00%,8.3,4.9,Hard
Joao Sousa,274.3,64.80%,71.70%,53.40%,81.20%,4.7,1.5,Hard
Kenneth Carlsen,274.2,60.40%,76.00%,49.80%,84.00%,9.1,5.1,Hard
Igor Andreev,274.1,61.80%,73.00%,52.90%,81.10%,8,2.7,Hard
Filip Krajinovic,274.1,59.80%,73.70%,51.60%,85.00%,8.7,4.7,Hard
Alex de Minaur,273.8,59.50%,73.10%,57.30%,82.70%,5.5,4.3,Hard
Marcos Baghdatis,273.7,55.30%,77.10%,52.80%,84.00%,7.9,3.4,Hard
Stefan Edberg,273,60.80%,75.30%,51.70%,85.20%,4.4,4.4,Hard
Jim Courier,273,61.70%,75.60%,50.00%,83.60%,6.8,4.7,Hard
Thomas Johansson,272.7,56.00%,77.60%,49.40%,83.10%,10,3.4,Hard
Dmitry Tursunov,272.7,59.90%,73.90%,52.10%,82.30%,8.6,4.1,Hard
Julien Benneteau,272.6,66.10%,71.40%,50.00%,80.90%,7.7,3.5,Hard
Taylor Dent,272.4,58.50%,76.90%,50.40%,84.90%,8.6,6.9,Hard
Tommy Robredo,272.4,64.30%,72.50%,51.90%,80.90%,5.3,2.5,Hard
Jiri Novak,272.3,71.60%,68.50%,49.60%,80.80%,4.3,2.5,Hard
Tim Henman,272.3,60.10%,76.20%,50.30%,83.80%,7,5.1,Hard
David Wheaton,271.9,61.60%,76.10%,48.10%,83.30%,8.7,5.9,Hard
David Goffin,271.8,58.80%,73.40%,54.30%,82.50%,6.5,3.7,Hard
Kyle Edmund,271.7,61.90%,73.20%,51.50%,81.60%,6.5,3,Hard
Jurgen Melzer,271.6,62.00%,71.80%,51.90%,81.60%,8.3,4,Hard
Mischa Zverev,271.4,66.10%,73.00%,49.10%,79.40%,6,2.2,Hard
Andreas Seppi,271.3,61.50%,72.90%,51.80%,81.50%,6,2.4,Hard
Edouard Roger-Vasselin,271.1,66.40%,71.30%,50.10%,80.90%,5.3,2.9,Hard
Philipp Petzschner,271,57.50%,74.60%,51.90%,81.40%,9.3,3.7,Hard
Sandon Stolle,270.8,59.40%,76.70%,49.00%,84.20%,7.9,6.4,Hard
Alexander Popp,270.8,64.40%,72.90%,50.20%,82.40%,5.3,4.4,Hard
Jarkko Nieminen,270.6,66.70%,70.00%,51.50%,80.00%,4.7,2.3,Hard
Wayne Ferreira,270.5,57.80%,77.10%,49.00%,83.40%,8.4,5.2,Hard
Martin Damm,270.4,59.10%,76.90%,48.80%,82.60%,7.6,4.6,Hard
Rainer Schuettler,270.3,62.60%,72.20%,52.10%,82.10%,4.3,3,Hard
Mikhail Youzhny,270.3,63.20%,70.30%,53.30%,81.20%,4.8,2.5,Hard
Thomas Enqvist,270.2,53.60%,79.90%,49.30%,83.30%,12.1,8,Hard
Paul-Henri Mathieu,270.1,55.40%,75.60%,52.30%,83.10%,7.3,3.6,Hard
Bryan Shelton,270.1,59.10%,76.80%,48.20%,83.80%,8.6,6.4,Hard
Cedric Pioline,270,58.10%,77.70%,48.30%,84.90%,7.4,6.4,Hard
Nicolas Kiefer,269.9,56.10%,77.40%,49.50%,82.50%,8.6,4.2,Hard
Sjeng Schalken,269.9,64.40%,72.70%,49.70%,82.40%,5.5,4.8,Hard
Marc Rosset,269.7,57.70%,81.20%,43.70%,83.00%,13.3,9.2,Hard
Guillermo Canas,269.6,59.60%,73.40%,52.20%,81.40%,6.2,3.2,Hard
John Millman,269,62.90%,69.70%,55.10%,79.70%,3.5,1.9,Hard
Yen-Hsun Lu,268.8,64.80%,71.60%,50.60%,79.50%,5.8,3.5,Hard
Mikhail Kukushkin,268.3,64.50%,68.30%,52.50%,79.80%,4.3,1.1,Hard
Benoit Paire,268.3,56.40%,75.50%,48.50%,81.80%,11.3,5.2,Hard
Brett Steven,268,66.10%,70.50%,51.30%,80.50%,3.9,4.3,Hard
Adrian Mannarino,268,62.90%,70.50%,52.30%,79.70%,5.3,2.7,Hard
James Blake,267.9,59.60%,73.40%,50.30%,81.10%,7.2,3.7,Hard
Alex O'Brien,267.9,64.00%,72.20%,48.60%,81.70%,5.9,4.5,Hard
Yevgeny Kafelnikov,267.7,56.80%,77.30%,48.90%,83.20%,8.7,7.2,Hard
Gilles Simon,267.5,58.70%,72.70%,51.90%,81.20%,5.6,2.6,Hard
Henrik Holm,267.3,52.10%,81.90%,48.40%,82.90%,9.5,7.5,Hard
Leander Paes,267.3,59.50%,73.60%,51.20%,82.50%,4.8,4.3,Hard
Daniel Vacek,267.3,60.10%,76.90%,46.50%,82.20%,8.2,6.6,Hard
